timestamp,btc_oi,eth_oi,total_oi,btc_change_pct,eth_change_pct,total_change_pct
2025-01-09 14:37:26.452445,8667749736.301323,5545583695.618852,14213333431.920174,-0.5712159019598445,0.6154855182023231,-0.1115490005976218
2025-01-09 14:47:26.477667,8741386788.074226,5471868784.518404,14213255572.59263,0.8495521215212847,-1.3292543246382569,-0.0005477907622176998
2025-01-09 14:57:40.983486,8624802273.182291,5508134581.76217,14132936854.944462,-1.3337073134778827,0.662768035417313,-0.5650972589492224
2025-01-09 15:07:55.698360,8628920371.437294,5523285218.637627,14152205590.07492,0.047747161321108435,0.275059308202484,0.1363392147592989
2025-01-09 15:17:55.716993,8665723303.896105,5527097393.186189,14192820697.082294,0.4265068035699192,0.06902005595688503,0.2869878249638882
2025-01-09 15:27:55.740444,8741384293.526182,5575695740.8916445,14317080034.417828,0.873106456053821,0.8792743143149219,0.8755083995465249
2025-01-09 15:38:06.989779,8696121929.21222,5551951824.12449,14248073753.336708,-0.5177940105834722,-0.4258467081160647,-0.48198571856293687
2025-01-09 15:48:07.063300,8687367327.69971,5569377398.571387,14256744726.2711,-0.10067247887934651,0.3138639346829242,0.06085715925186305
2025-01-09 15:58:07.089654,8742217376.479036,5496203065.580476,14238420442.059513,0.6313771101221408,-1.3138691770049842,-0.1285306327875787
2025-01-09 16:08:07.097240,8734344052.792006,5470928980.609856,14205273033.401861,-0.09006094618756558,-0.4598462733099702,-0.23280256958655524
2025-01-09 16:18:07.118539,8646102296.160984,5473229842.435665,14119332138.59665,-1.0102848719683108,0.0420561450160334,-0.6049929107531627
2025-01-09 16:28:17.414694,8685780359.787676,5551634907.366771,14237415267.154446,0.45891272468878314,1.4325191374790547,0.836322337336368
2025-01-09 16:38:17.409699,8728672018.672186,5552928466.659544,14281600485.33173,0.49381468455136623,0.023300510828922694,0.3103457850191322
2025-01-09 16:48:17.431347,8729325682.084644,5558530332.905146,14287856014.98979,0.007488692564689304,0.10088129676504819,0.0438013208987674
2025-01-09 16:58:17.500115,8756500264.718681,5504241900.381069,14260742165.09975,0.3113021970277488,-0.9766688184231389,-0.18976849893779407
2025-01-09 17:08:17.525309,8648796911.970558,5570950412.052261,14219747324.02282,-1.2299817220594047,1.2119473104293221,-0.2874663927187288
2025-01-09 17:18:29.545906,8705104483.675205,5538149734.895057,14243254218.570263,0.6510451370029666,-0.5887806340232943,0.16531161919966664
2025-01-09 17:28:29.563058,8734827603.978083,5576608773.857017,14311436377.835098,0.34144472772977713,0.6944384099916108,0.47869790301109627
2025-01-09 17:38:29.585519,8706833912.575808,5542355173.566644,14249189086.142452,-0.32048361652296353,-0.6142371050117905,-0.43494789795559446
2025-01-09 17:48:29.612905,8674400649.366798,5510586261.14682,14184986910.513618,-0.37250352464130326,-0.5732023918521187,-0.45056722344481587
2025-01-09 17:58:29.635095,8623274460.712524,5485911033.979856,14109185494.692379,-0.5893915985769693,-0.4477786209598199,-0.534377763613282
2025-01-09 18:08:29.657520,8740443926.415092,5511353900.6167965,14251797827.031889,1.3587583955072975,0.4637856224672123,1.0107765072133905
2025-01-09 18:18:40.409790,8731036875.013557,5481616138.727937,14212653013.741493,-0.10762670043686616,-0.5395727152548067,-0.274665791400355
2025-01-09 18:28:40.433801,8717872457.955942,5543276372.966241,14261148830.922184,-0.1507772472624546,1.1248550186261859,0.34121579647235895
2025-01-09 18:38:40.477068,8597610040.631933,5523258561.262789,14120868601.894722,-1.3794927363758034,-0.36111877446840085,-0.9836530751526483
2025-01-09 18:48:51.291632,8623884504.696766,5499304009.185066,14123188513.881832,0.30560195148024516,-0.4337032534693757,0.0164289609408224
2025-01-09 18:58:51.311259,8757097727.434761,5546791513.839577,14303889241.274338,1.5447009136711438,0.863518448429033,1.2794612718997058
2025-01-09 19:09:04.413122,8748216298.546347,5497123358.10772,14245339656.654068,-0.10141977587608861,-0.8954393834333114,-0.40932632819417425
2025-01-09 19:19:04.435224,8696111015.404888,5553417871.27165,14249528886.676538,-0.5956103663110915,1.0240722191707965,0.029407722970744784
2025-01-09 19:29:04.452214,8676138535.336212,5550116729.176558,14226255264.51277,-0.22967140177138232,-0.05944343054337564,-0.16332906406140804
2025-01-09 19:39:04.475916,8596491724.308212,5516994922.252271,14113486646.560482,-0.9179983780066906,-0.596776762372725,-0.7926795622287736
2025-01-09 19:49:16.292015,8722426977.32379,5556705563.290024,14279132540.613813,1.4649610219419102,0.7197875219638873,1.1736709588604741
2025-01-09 19:59:26.977965,8755635423.161518,5525094572.2250395,14280729995.386559,0.38072483637939836,-0.5688800802011188,0.011187337663555738
2025-01-09 20:09:26.992798,8640693089.804852,5572535778.10306,14213228867.907911,-1.3127811723705,0.85864966215257,-0.4726728080459032
2025-01-09 20:19:38.258549,8693653503.014091,5502048733.780109,14195702236.7942,0.6129185779289849,-1.2649007046293883,-0.12331210083645268
2025-01-09 20:29:38.282681,8673401510.265774,5546208355.37363,14219609865.639404,-0.23295145983557256,0.8026032434500245,0.16841455566204122
2025-01-09 20:39:38.305888,8726200974.985271,5507751431.927411,14233952406.912682,0.6087515337207049,-0.6933912500592988,0.10086452025617758
2025-01-09 20:49:38.333562,8689477638.401651,5490424579.38018,14179902217.781832,-0.4208399129116099,-0.31459031442105717,-0.3797272014524968
2025-01-09 20:59:38.354968,8704857100.137968,5568167288.355065,14273024388.493034,0.17698948517169544,1.4159689811031233,0.6567194137236425
2025-01-09 21:09:38.315937,8622379081.688393,5551112002.604812,14173491084.293205,-0.9474942265079593,-0.30629980866275497,-0.6973525826808874
2025-01-09 21:19:49.198695,8617904009.72429,5514885047.481702,14132789057.205994,-0.05190066363013007,-0.6526071732314288,-0.28717008988926396
2025-01-09 21:29:49.213241,8742399984.717741,5511830243.594226,14254230228.311966,1.4446201170606112,-0.055391977551207575,0.8592866603641278
2025-01-09 21:40:00.212116,8683116318.389277,5558140227.828305,14241256546.217583,-0.6781166090786974,0.8401924984518562,-0.09101636417107055
2025-01-09 21:50:00.236803,8701054582.649347,5521247766.041573,14222302348.69092,0.20658786088216724,-0.6637555058798402,-0.13309357545206907
2025-01-09 22:00:00.280010,8661310656.284706,5550326790.170586,14211637446.455292,-0.45677137164377757,0.5266748633861998,-0.0749871713746106
2025-01-09 22:10:00.309684,8685833033.16581,5576254852.122863,14262087885.288673,0.28312547435658497,0.4671447814243079,0.3549938493960465
2025-01-09 22:20:00.337098,8745302718.204264,5530142394.42902,14275445112.633284,0.6846745132145209,-0.8269431530068613,0.09365548334888736
2025-01-09 22:30:00.358502,8666624050.428871,5492744202.589826,14159368253.018696,-0.8996677451955396,-0.6762609200961744,-0.8131225240175782
2025-01-09 22:40:11.137049,8714361543.256634,5564787396.84989,14279148940.106524,0.5508199334595608,1.3116065777484376,0.8459465489379523
2025-01-09 22:50:11.137024,8698322561.59917,5528578119.724469,14226900681.323639,-0.18405228630747358,-0.6506857233381079,-0.36590597242201484
2025-01-09 23:00:11.159278,8672702424.5362,5533367698.231768,14206070122.767967,-0.2945411242401765,0.08663309812355822,-0.14641670046250482
2025-01-09 23:10:11.175813,8691722429.322998,5503870140.714005,14195592570.037003,0.21930885963512844,-0.5330850781376478,-0.0737540547133606
2025-01-09 23:20:11.189936,8682958212.277002,5483510778.469311,14166468990.746313,-0.10083406502292504,-0.36990993108811854,-0.20515930664396037
2025-01-09 23:30:11.208089,8719255809.123308,5515244209.666487,14234500018.789795,0.41803261007272813,0.5787064615934643,0.48022572235834077
2025-01-09 23:40:11.281342,8601063456.839792,5486158683.401127,14087222140.24092,-1.3555325691883764,-0.5273660632176923,-1.0346543844495162
2025-01-09 23:50:22.482084,8638150819.849457,5560052917.112566,14198203736.962023,0.43119508646540317,1.3469211879527452,0.7878174676047641
2025-01-10 00:00:22.501197,8593276749.09634,5496040666.803154,14089317415.899494,-0.5194870023570468,-1.151288508647049,-0.7669020890231775
2025-01-10 00:10:22.535403,8725866768.78492,5521444795.251832,14247311564.03675,1.5429506527009338,0.4622259911962164,1.1213754610919873
2025-01-10 00:20:34.729982,8592305650.610258,5552661222.505491,14144966873.11575,-1.5306343967163283,0.565367008296521,-0.718343881657935
2025-01-10 00:30:46.624583,8754925222.338623,5574331276.718709,14329256499.057331,1.892618562944337,0.3902642957107997,1.3028636093298094
2025-01-10 00:40:58.167163,8653462301.891119,5538181796.955697,14191644098.846817,-1.1589238956446641,-0.6484989493536357,-0.9603596684836166
2025-01-10 00:51:09.242167,8683410829.301678,5533255717.117965,14216666546.419643,0.3460872234228579,-0.08894760082524106,0.17631817285257073
2025-01-10 01:01:09.247063,8733488603.585169,5528125647.58405,14261614251.16922,0.5767062651752757,-0.09271340050386465,0.3161620524953249
2025-01-10 01:11:09.266566,8749675255.437244,5562123498.566697,14311798754.00394,0.1853400466502106,0.6149977976261263,0.3518851509435988
2025-01-10 01:21:09.301702,8693255124.014347,5474765467.916466,14168020591.930813,-0.6448254338106618,-1.5705877561464183,-1.0046127991626745
2025-01-10 01:31:09.327728,8710276520.977997,5518199074.124459,14228475595.102455,0.19580003946542013,0.7933418602591401,0.4267004185896903
2025-01-10 01:41:09.359948,8699618851.096994,5510353341.11129,14209972192.208284,-0.12235742292835698,-0.1421792310820922,-0.1300448721333139
2025-01-10 01:51:09.389636,8649775009.858538,5507490084.981225,14157265094.839764,-0.5729428161346583,-0.051961388913174894,-0.370916259761729
2025-01-10 02:01:09.397149,8602880590.673325,5519195741.008681,14122076331.682007,-0.5421461151505723,0.21254066456474044,-0.24855622129010563
2025-01-10 02:11:09.329852,8690101607.957413,5563132869.566398,14253234477.523811,1.0138582811279213,0.7960784617812173,0.9287454816226938
2025-01-10 02:21:09.338323,8711559795.422462,5548358183.195409,14259917978.61787,0.24692677293209966,-0.26558212283253296,0.04689111867624381
2025-01-10 02:31:09.388339,8618071541.69467,5567125678.468047,14185197220.162716,-1.073151719361631,0.3382531309799064,-0.523991502385883
2025-01-10 02:41:24.180809,8684707061.838436,5471234911.136183,14155941972.974619,0.7732068574898731,-1.7224466065628936,-0.2062378600313984
2025-01-10 02:51:35.293198,8635163297.380735,5517388539.806441,14152551837.187176,-0.5704713366257511,0.8435687631747846,-0.023948500169860363
2025-01-10 03:01:35.311462,8687083587.78079,5539841797.8957,14226925385.67649,0.6012658778068931,0.4069544482369705,0.5255133444831586
2025-01-10 03:11:35.250510,8626896447.636215,5478459419.057386,14105355866.693602,-0.6928348223704681,-1.1080168184880308,-0.8545031037084374
2025-01-10 03:21:35.265026,8699796741.852537,5521877746.372474,14221674488.22501,0.8450349979139573,0.7925280447282714,0.8246415236220073
2025-01-10 03:31:46.422878,8623704352.375334,5506948721.790874,14130653074.166206,-0.8746456007545785,-0.270361374650274,-0.64001896636128
2025-01-10 03:41:58.474405,8683363696.2572,5532149488.79459,14215513185.05179,0.6918064609373319,0.45761760780516425,0.600539199711342
2025-01-10 03:51:58.493865,8668120560.27482,5549232434.308031,14217352994.582851,-0.17554413837290012,0.3087939967645979,0.012942266009754818
2025-01-10 04:01:58.578722,8628708659.53644,5578299307.084756,14207007966.621197,-0.45467642569487854,0.5237998790070387,-0.0727633896801772
2025-01-10 04:11:58.633663,8708691225.086962,5574456870.773056,14283148095.860018,0.926935520787635,-0.06888185986757211,0.5359335999368006
2025-01-10 04:22:10.430140,8628745697.844099,5493846563.90535,14122592261.749449,-0.9179970351063216,-1.4460656658830227,-1.1240927632550854
2025-01-10 04:32:22.552697,8603812414.679138,5554235684.602674,14158048099.28181,-0.2889560550056594,1.099213820314553,0.25105757409985485
2025-01-10 04:42:22.580489,8638114925.57389,5546949285.721109,14185064211.295,0.3986896650167349,-0.1311863466968701,0.19081805502949062
2025-01-10 04:52:22.653200,8649978906.962307,5545621987.695811,14195600894.65812,0.1373445652279057,-0.023928432674061636,0.07428012454627583
2025-01-10 05:02:22.649572,8653780446.489542,5561261774.822519,14215042221.312061,0.04394854100944916,0.2820204327198708,0.1369531786516905
2025-01-10 05:12:22.678939,8702762246.2844,5482332623.625144,14185094869.909546,0.5660162064168002,-1.4192669648228207,-0.21067367184894117
2025-01-10 05:22:22.707312,8749491557.416998,5508535217.139824,14258026774.556822,0.5369480379927397,0.47794607357029856,0.5141446378478891
2025-01-10 05:32:22.764609,8601133355.731716,5575501031.759985,14176634387.491701,-1.6956208336416714,1.2156737132549633,-0.5708530945555795
2025-01-10 05:42:36.802877,8641054507.886057,5515495224.320276,14156549732.206333,0.4641382769369301,-1.0762406301764604,-0.14167435469090617
2025-01-10 05:52:36.843342,8657106237.432348,5501165918.245369,14158272155.677717,0.18576123471553285,-0.25980089714742216,0.012166972206974366
2025-01-10 06:02:36.877711,8603023004.47392,5567312773.067404,14170335777.541325,-0.6247264556437767,1.202415193525608,0.08520546667673486
2025-01-10 06:12:36.910496,8620771008.001328,5561236389.4300375,14182007397.431366,0.20629961721800594,-0.10914392427818297,0.0823665724882807
2025-01-10 06:22:36.936374,8687207624.356422,5486947885.371348,14174155509.727772,0.7706574770798583,-1.3358271229017624,-0.055365136144382036
2025-01-10 06:32:47.664886,8745537487.784548,5553271137.5134,14298808625.297947,0.6714454857114878,1.208745800536486,0.8794394522102239
2025-01-10 06:42:47.668493,8615141629.91287,5519524054.946592,14134665684.859463,-1.4909987871392656,-0.6076973684724271,-1.1479483692653722
2025-01-10 06:52:58.607471,8677454639.857012,5477192790.741144,14154647430.598156,0.7232964078940115,-0.7669368551353791,0.1413669497687303
2025-01-10 07:02:58.641729,8645553067.293232,5480588490.743241,14126141558.036472,-0.36763744540075766,0.061997087410130075,-0.2013887855663745
2025-01-10 07:12:58.674575,8617427411.262375,5501710769.369605,14119138180.63198,-0.32531933829957654,0.38540165279767774,-0.04957742619043165
2025-01-10 07:22:58.722268,8693070781.096174,5548736544.216702,14241807325.312878,0.877795265614176,0.854748219570359,0.8688146763034655
2025-01-10 07:33:09.279705,8747441068.858969,5476909709.380212,14224350778.239182,0.6254439786804374,-1.2944718903865384,-0.12257255469725037
2025-01-10 07:43:09.305504,8631784041.74153,5537604569.087392,14169388610.828922,-1.3221812665784072,1.1081953679687098,-0.38639491015886607
