,Datetime (UTC),Open,High,Low,Close,Volume,MA20,RSI,MA40,Price_above_MA20,Price_above_MA40,MA20_above_MA40
0,2024-12-22 17:15:00,1.9510883934158636,1.9554239104282183,1.9305757825205632,1.9305757825205632,110416.43369099982,,,,False,False,False
1,2024-12-22 17:30:00,1.9305757825205632,1.956048367315141,1.9305757825205632,1.9358250720543955,56855.13257000005,,,,False,False,False
2,2024-12-22 17:45:00,1.9358250720543955,1.9481411616769355,1.9205087341101323,1.940117675388007,41858.21741400001,,,,False,False,False
3,2024-12-22 18:00:00,1.940117675388007,1.957455346465047,1.940117675388007,1.9457373598212713,162596.43294300023,,,,False,False,False
4,2024-12-22 18:15:00,1.9457373598212713,1.9518989056439437,1.9381754523069923,1.9381754523069923,68143.68396599991,,,,False,False,False
5,2024-12-22 18:30:00,1.9381754523069923,1.9732386726891364,1.9381754523069923,1.9513663854598933,59849.176822999965,,,,False,False,False
6,2024-12-22 18:45:00,1.9513663854598933,1.9513663854598933,1.938352372162702,1.938352372162702,38522.662922,,,,False,False,False
7,2024-12-22 19:00:00,1.938352372162702,1.9453190185373996,1.9232445773733198,1.9232445773733198,44917.92420600001,,,,False,False,False
8,2024-12-22 19:15:00,1.9232445773733198,1.9236889172353766,1.911257218795341,1.922078366261964,28471.793569999973,,,,False,False,False
9,2024-12-22 19:30:00,1.922078366261964,1.9227896811010434,1.9096317097046671,1.9161076797153025,52243.08488699998,,,,False,False,False
10,2024-12-22 19:45:00,1.9161076797153025,1.9161076797153025,1.8923360693379043,1.8923360693379043,43709.41434700005,,,,False,False,False
11,2024-12-22 20:00:00,1.8923360693379043,1.8931645918238966,1.8676900195326254,1.8684103442121645,101927.00743700001,,,,False,False,False
12,2024-12-22 20:15:00,1.8684103442121645,1.902132594721965,1.8680435290628996,1.8988334343766626,60091.990716999935,,,,False,False,False
13,2024-12-22 20:30:00,1.8988334343766626,1.917636965310598,1.8970220822687578,1.9031810057301732,60754.94115799991,,,,False,False,False
14,2024-12-22 20:45:00,1.9031810057301732,1.930800524920455,1.9031810057301732,1.9250648632645613,59227.10908999989,,48.43016096330543,,False,False,False
15,2024-12-22 21:00:00,1.9250648632645613,1.9469435430778261,1.915932364456092,1.9334549684519213,39668.591143000056,,50.95485737557988,,False,False,False
16,2024-12-22 21:15:00,1.9334549684519213,1.9627783663144065,1.9310253225577731,1.9481660487104688,71271.29987200005,,55.10508908040587,,False,False,False
17,2024-12-22 21:30:00,1.9481660487104688,1.9539541192228689,1.9471441742737172,1.9510499264976984,35957.56496399999,,55.89304226640625,,False,False,False
18,2024-12-22 21:45:00,1.9510499264976984,1.9510499264976984,1.927681893493006,1.927681893493006,19197.781838000003,,48.469638674277874,,False,False,False
19,2024-12-22 22:00:00,1.927681893493006,1.927681893493006,1.8975472743196464,1.9050410798884345,210504.07134000005,1.9247400178513705,42.57026110004378,,False,False,False
20,2024-12-22 22:15:00,1.9050410798884345,1.921609255793792,1.8959629988479099,1.8979155173251097,63498.49564499998,1.9231070045915977,40.883713665306146,,False,False,False
21,2024-12-22 22:30:00,1.8979155173251097,1.922289149745278,1.8979155173251097,1.922289149745278,27382.632138000008,1.922430208476142,48.412462774295484,,False,False,False
22,2024-12-22 22:45:00,1.922289149745278,1.9405008851480081,1.9140673127969003,1.9405008851480081,40859.052532999885,1.9224493689641418,53.2076572802256,,True,False,False
23,2024-12-22 23:00:00,1.9405008851480081,1.9530181373379816,1.9309865822237893,1.9338868122053163,94842.16121699994,1.921856841583344,51.341151374640546,,True,False,False
24,2024-12-22 23:15:00,1.9338868122053163,1.9386468717243988,1.9201152249186975,1.9259276682459563,37655.40167399994,1.9212444523802918,49.10863252194355,,True,False,False
25,2024-12-22 23:30:00,1.9259276682459563,1.9274052285329497,1.9040641529722957,1.9108700255124975,68607.87047599995,1.919219634382922,45.11197711922191,,False,False,False
26,2024-12-22 23:45:00,1.9108700255124975,1.9211722037523824,1.9072948212962058,1.9166704563240333,26825.394001999997,1.9181355385909886,46.9045791198806,,False,False,False
27,2024-12-23 00:00:00,1.9166704563240333,1.9224935795040388,1.8998497533963905,1.9082731676596103,87703.39485100002,1.917386968105303,44.63201423590045,,False,False,False
28,2024-12-23 00:15:00,1.9082731676596103,1.9159289601569118,1.896267763129563,1.9008884229844392,265888.0341760003,1.9163274709414266,42.673872221995815,,False,False,False
29,2024-12-23 00:30:00,1.9008884229844392,1.9032863652272956,1.885449326987063,1.8915276334249278,138344.20202800012,1.915098468626908,40.26252166736411,,False,False,False
30,2024-12-23 00:45:00,1.8915276334249278,1.898896773814573,1.8805902767928229,1.8910950745442787,87361.08135199988,1.915036418887227,40.14962082528462,,False,False,False
31,2024-12-23 01:00:00,1.8910950745442787,1.905215279617173,1.8760500750758966,1.8772817214031738,73936.23096300002,1.9154799877467774,36.61833131168304,,False,False,False
32,2024-12-23 01:15:00,1.8772817214031738,1.8955375647125885,1.8591770355123782,1.8948400550580677,375527.3346810001,1.9152803187808476,43.429347755437966,,False,False,False
33,2024-12-23 01:30:00,1.8948400550580677,1.924199080559221,1.8948400550580677,1.9030311269710696,415263.892498,1.9152728248428925,46.32699994681305,,False,False,False
34,2024-12-23 01:45:00,1.9030311269710696,1.9082914972447198,1.8721565089632313,1.8721565089632313,45421.150414000025,1.912627407127826,38.352639454409264,,False,False,False
35,2024-12-23 02:00:00,1.8721565089632313,1.8721565089632313,1.8551997728151464,1.860772416753082,84152.4746239999,1.9089932795428841,35.89892179879984,,False,False,False
