,Datetime (UTC),Open,High,Low,Close,Volume,MA20,RSI,MA40,Price_above_MA20,Price_above_MA40,MA20_above_MA40
0,2024-12-22 17:15:00,1.00001211,1.00006639,0.99994046,1.00006639,10490724.442232993,,,,False,False,False
1,2024-12-22 17:30:00,1.00006639,1.00006639,0.99995,0.99997881,10398146.683247034,,,,False,False,False
2,2024-12-22 17:45:00,0.99997881,1.00005764,0.9999563,1.00000805,8774964.047007924,,,,False,False,False
3,2024-12-22 18:00:00,1.00000805,1.00002467,0.99994,0.99996423,10573868.761676896,,,,False,False,False
4,2024-12-22 18:15:00,0.99996423,1.00004121,0.99993036,0.99996509,11129498.117629936,,,,False,False,False
5,2024-12-22 18:30:00,0.99996509,1.0000156,0.99992918,0.9999673,14482306.766735978,,,,False,False,False
6,2024-12-22 18:45:00,0.9999673,1.00002651,0.99992537,1.00000163,12027880.019825935,,,,False,False,False
7,2024-12-22 19:00:00,1.00000163,1.00004761,0.99994973,0.99998728,11954681.011188041,,,,False,False,False
8,2024-12-22 19:15:00,0.99998728,1.0000544,0.99993067,0.99998996,12056052.193216918,,,,False,False,False
9,2024-12-22 19:30:00,0.99998996,1.00004011,0.99994996,0.99996983,15980220.97527896,,,,False,False,False
10,2024-12-22 19:45:00,0.99996983,1.00006637,0.99993544,0.99997374,16015016.291035865,,,,False,False,False
11,2024-12-22 20:00:00,0.99997374,1.0000403,0.99991045,1.00003576,18080449.256085005,,,,False,False,False
12,2024-12-22 20:15:00,1.00003576,1.00004029,0.99990515,0.99995347,16601453.545797942,,,,False,False,False
13,2024-12-22 20:30:00,0.99995347,1.00004601,0.99992824,0.99994084,12629858.89107389,,,,False,False,False
14,2024-12-22 20:45:00,0.99994084,1.00002883,0.99990944,0.99999307,12552492.299920961,,41.82207548854091,,False,False,False
15,2024-12-22 21:00:00,0.99999307,1.0000411,0.99993714,1.00000474,12105389.941746935,,43.408634923611736,,False,False,False
16,2024-12-22 21:15:00,1.00000474,1.00005751,0.99992365,1.0,11717433.563023059,,42.896933600468955,,False,False,False
17,2024-12-22 21:30:00,1.0,1.0,0.99991285,0.99994892,9600315.685280073,,37.73469069592995,,False,False,False
18,2024-12-22 21:45:00,0.99994892,1.0000408,0.99991949,0.9999629,8567122.672318043,,39.867549263036274,,False,False,False
19,2024-12-22 22:00:00,0.9999629,1.00009102,0.99991814,0.99993072,22455681.613768116,0.9999821364999999,36.74719665531373,,False,False,False
20,2024-12-22 22:15:00,0.99993072,1.00007391,0.99991835,1.0000454,15714432.388610896,0.9999810869999999,51.358201527825834,,True,False,False
21,2024-12-22 22:30:00,1.0000454,1.0000454,0.9999,0.99995062,8496459.155428013,0.9999796775,42.59985487299121,,False,False,False
22,2024-12-22 22:45:00,0.99995062,1.0,0.9999,0.99995,8712866.267089022,0.999976775,42.54873865870896,,False,False,False
23,2024-12-22 23:00:00,0.99995,1.00005316,0.9999,0.99999062,18315760.57742294,0.9999780945,47.03298035027433,,True,False,False
24,2024-12-22 23:15:00,0.99999062,1.0000277,0.99995438,0.99999371,10631076.038041946,0.9999795254999999,47.36951521096267,,True,False,False
25,2024-12-22 23:30:00,0.99999371,1.00005743,0.9999124,1.0,10024409.859327024,0.9999811604999997,48.09250381455842,,True,False,False
26,2024-12-22 23:45:00,1.0,1.00005434,0.99992113,0.99995337,7930411.067661004,0.9999787474999998,43.339408589117255,,False,False,False
27,2024-12-23 00:00:00,0.99995337,1.00005248,0.99995,0.99998,17763115.84994497,0.9999783834999999,46.586120003338046,,True,False,False
28,2024-12-23 00:15:00,0.99998,1.0000526,0.99995619,1.0000065,17502786.78110004,0.9999792104999999,49.67637215444665,,True,False,False
29,2024-12-23 00:30:00,1.0000065,1.00005439,0.99990928,0.99997917,15775403.404489098,0.9999796774999998,46.677059620498525,,False,False,False
30,2024-12-23 00:45:00,0.99997917,1.00002776,0.99991911,0.99998,15453403.800841954,0.9999799904999997,46.782147430246965,,True,False,False
31,2024-12-23 01:00:00,0.99998,1.00005852,0.99994892,1.00002,18351791.805489108,0.9999792024999998,51.72035046564313,,True,False,False
32,2024-12-23 01:15:00,1.00002,1.00006771,0.9999,0.99995822,28027340.848539867,0.9999794399999997,44.805048570104375,,False,False,False
33,2024-12-23 01:30:00,0.99995822,1.00001933,0.99989896,0.99995,33588740.08760885,0.9999798979999996,43.96279363487658,,False,False,False
34,2024-12-23 01:45:00,0.99995,1.00006676,0.99993827,1.0,18140673.499760035,0.9999802444999997,50.1066637678236,,True,False,False
35,2024-12-23 02:00:00,1.0,1.00005992,0.99991414,0.99997,20585646.026706137,0.9999785074999996,46.79176042583109,,False,False,False
36,2024-12-23 02:15:00,0.99997,1.00007215,0.9999,0.99998437,20789963.81708025,0.9999777259999997,48.547664051771456,,True,False,False
